qid,text1,text2,label
353,怎么找不到花呗还款地方,怎么还款花贝,1
48730,花呗人脸认证失败,为什么花呗刷脸验证到一半说验证失败,1
47387,我退款了为什么花呗还显示交易还款的钱,我用花呗买东西。退款了。。。。我的花呗。为什么我要多还二百多,1
4672,要存多少余额才能开通花呗,开通蚂蚁花呗要多少钱,1
20031,花呗一直提示读取通讯录权限不成功,花呗 通讯录权限,1
13971,为什么花呗不能付款,设置蚂蚁花呗他付不了款,1
33136,可以修改蚂蚁花呗额度分期吗,花呗额度可以进行修改吗！如果分期商品的总额度,1
18902,我的花呗显示另一个手机号码,开通花呗显示的是另一个账号已开通，但是不是我的号,1
16315,淘宝花呗行吗,我都是在淘宝还花呗的,0
18815,我的花呗怎么没分期,为什么我花呗分不了期了,0
38007,钱应该退到哪里？是余额里还是我花的金额里面,我用花呗买了火车票 然后我还清了花呗 然后火车票我退款 退的钱会不会转入我的余额里面,0
12329,花呗分期会不会对信誉分有影响,花呗逾期***分钟有影响嘛,0
34148,如何关闭朋友帮忙还花呗,如何关闭邀好友还花呗,1
8744,用花呗充值了手机费能退费吗,我用蚂蚁花呗充错话费了，可以退回来吗,1
3221,我的花呗可以转移到另一个号吗,我这个支付宝不用了能把花呗换另一个号上吗,1
26235,花呗 挖矿,哪个花呗 办了分期,0
19928,花呗已经支付 淘宝订单却显示未付款,我用花呗支付，支付宝显示成功，但淘宝显示未支付,1
40917,花呗账单分期，对花呗提升额度有影响,花呗额度被降有什么影响,0
30930,花呗逾期***天影响芝麻信分吗,我花呗逾期一天了，现在还有影响吗,0
10542,我怎么玩不了借呗,蚂蚁借呗怎么提交按钮点不了,0
26158,借蚂蚁借呗钱要绑定银行卡吗,没绑定银行卡可以花呗吗,0
19636,花呗什么时候才能开通,什么时候可以有花呗了,1
3889,怎么查询额度多少,我怎么查询自己的临时额度为多少,1
60501,我的花呗额度，为什么给我降了,花呗额度为何会下降,1
14368,我不是要开通，我要关闭我要关闭花呗，我不要花呗,我不会用花呗，能把我关闭吗,1
20783,花呗退款后，金额少了,花呗淘宝钱退回来少了,1
47479,我没有用花呗，干嘛叫我还钱,花呗还款，为什么有,1
3221,我怎么用花呗收款,卖方怎么开通花呗,0
16952,为什么把钱退到花呗,给我退到花呗上了,1
3865,我的支付宝花呗怎么是绑定其他支付宝账号,我的花呗绑定的是哪个支付宝账号,0
39536,如何查询蚂蚁借呗是否还款,怎么查看蚂蚁借呗还款成功了吗,1
33619,这笔订单，我已经取消了，为什么还在花呗里面呀，就是我还款的里面,花呗交易取消后，为什么还让我还花呗的钱,1
16065,花呗积分到了年底会不会全部清零,蚂蚁花呗的积分会不会清零,1
32332,花呗可以透之多少,我的花呗最高可透支多少,1
33134,我刚开通花呗就有***额度了,我的花呗额度为啥就一百,0
8491,我的收款码为什么不能花呗支付,不能使用花呗付款了,0
735,我的借呗为什么没有见额度了,为什么我的蚂蚁借呗没有开通,0
5033,换了手机号码，花呗的额度，信用会有影响吗,花呗还最低还款 会影响信用吗,0
4775,为什么我的花呗额度没了，而且开通不了,为什么我还没花呗,0
30331,支付宝账号注销了这个支付宝能开通花呗吗,另外一个账号取消开通花呗了 别的账号可以申请开通吗,1
12392,双十一花呗购物 还款时发现未扣购物津贴,双十一预售商品可以一起用花呗付款吗？花呗付款可以用红包吗？花呗付款可以用购物津贴吗,0
13002,怎么提高花呗额度,我想咨询一下花呗怎么提升额度,1
54764,蚂蚁花呗点进去说系统繁忙是怎么回事,申请花呗，一直系统繁忙是什么情况,1
5822,蚂蚁借呗怎么那里只显示***个月和***个月,蚂蚁借呗借***个月，是***个月后还清，还是没个月都要还钱,0
6236,开通花呗给的优惠券在哪能找到,在花呗兑换的优惠卷 去哪里找,1
5143,***我淘宝下单了一部相机，用花呗付款，可是现在我在淘宝记录却找不到单了，我要怎么退货,刚才使用花呗付了一比款，可是我找不到花呗的账单,0
21868,清问我们的蚂蚁借呗什么时候才能恢复,蚂蚁借呗逾期什么时候能恢复,0
30543,我借呗为啥不提额,我的借呗，为什么一直不提升额度,1
25242,我花呗分期为什么不能用了,我这分期是花呗里面有那么多钱了才能分期吗,0
17726,借呗的钱没到,借呗，怎么还没到账,1
13621,之前还用花呗买过东西,不是买东西就用你们花呗的钱,0
4415,花呗什么时候才可以用,什么时候开通花呗,1
33757,蚂蚁花呗九号还款算不算逾期,花呗最低还款算不算逾期,0
43980,花呗临时额度是没有都有吗,花呗临时额度什么还,0
11273,蚂蚁借呗被停用，怎样再次开启,借呗被停止使用了，怎么才能恢复使用,1
25167,花呗能解绑么,怎么解除花呗绑定手机号码,0
56063,借呗放款怎么没到银行卡里,怎么借呗的钱说放款成功，但银行卡确没有,0
11799,我用借呗借的钱，转到我的银行卡里，是不是要扣手续费,借呗转银行卡要手续费吗,1
56257,我什么我的花呗已经还了消费了还有那么多,我刚才已经把花呗的钱退回去了怎么还让我还钱呀,0
57601,借呗自己关闭了，如何再开启,借呗自己关闭了怎么开,1
29743,花呗给冻结了怎么回事,我的花呗被冻结了,1
37738,如果我申请过为什么没有借呗额度,我页面里有显示借呗,0
25644,还没开通花呗,手机没有花呗,1
32610,花呗红包不开通花呗能用吗,花呗开通了，顾客怎么用不了,0
49742,花呗如何返现花呗如何返现花呗如何返现,花呗返现怎么返,1
4579,原来借呗的额度为什么没了,为什么我的借呗显示暂无额度,1
6960,我的花呗有钱少了,我并没有用什么花呗,0
29446,我是支付宝忠实的用户？为什么不能开通蚂蚁借呗,我为什么时候不能开蚂蚁借呗,1
9251,蚂蚁花呗为什么绑定银行卡不能用,为什么绑定银行卡还不能使用花呗,1
12055,我的花呗虚拟物品额度,怎么查看自己的花呗额度,0
1023,为什么花呗额度就是提借呗却不给提,为什么花呗额度突然增加了,0
3103,花呗好友不能授权,花呗咋授权,0
37661,为什么绑定了银行卡，花呗不能用,我已经绑定银行卡了为什么还是用不了花呗,1
2940,我现在这个花呗，花呗、花呗，上面是不是我发的,给我看看这个是不是花呗付款,0
53000,我的口碑，客人怎么不能用花呗,我是口碑线下运营商，刚给店主开通了口碑两天了，花呗怎么还是不能用,1
29016,拼多多可以用花呗,花呗可不可以用在嘀嘀打车上,0
53469,花呗还不了,我的花呗无法还款,0
6955,花呗可以提前还款***期吗,花呗我能提前还***期吗,1
33426,我的花呗不可以用了,这个花呗不可以用吗,1
23880,借呗过了三天还会有影响吗,借呗关闭后再开启额度会有影响吗,0
18330,我的借呗只能用***个月,蚂蚁借呗为什么最多只能借六个月,1
59563,我在淘宝上购物，全部是从我的银行卡付款，没有贷款。为什么花呗要我还款,花呗没还清，但是我绑定的银行卡销户了怎么还,0
19742,临时额度导致花呗额度不能改变,花呗临时额度多久时间,0
31561,我想知道 我怎么开的 花呗,花呗还款怎么算的,0
25334,花呗能充值游戏q币吗,花呗手游充值,1
32156,我之前另外一个手机号下载的支付宝 开通的花呗 但我现在已经不用号了,花呗我另外一个手机号开通了，但是哪手机号不用了,1
19807,买东西用花呗分期是要看全额，还是要看分期,花呗额度分期是要商品的全额吗,0
20393,能查查我欠不欠花呗里面的钱吗,我的花呗账可以帮我查一下吗,1
11506,在哪查蚂蚁借呗的还款记录,从哪里可以查到蚂蚁借呗还款记录,1
29805,花呗额度哪里改,花呗额度自己怎么改,1
178,还没还清花呗分期还可以申请花呗分期还款吗,这期花呗没还，买东西能做分期吗,1
5464,开通花呗程序步骤,怎么申请花呗开通,1
10250,花呗有电话联系吗,我花呗没有办法还款,0
60756,借呗逾期过一次就不能再借了吗,借呗能用了吗,0
27206,我申请提升借钱额度通过了吗,转账可以提升借呗吗,0
57995,为什么借呗还进去拿不出来了,为什么进不了借呗页面,0
17278,借呗与网商银行是不是一个平台,借呗和网商银行互斥吗,0
7327,花呗已开通为什么不能用了,花呗已开通为什么不能使用,1
27980,花呗可以换支付宝绑定吗,***号可以使用花呗吗,0
35941,开通花呗不消费花呗会收费吗,花呗开通了不用，需要手续费嘛,1
60691,花吧怎么换不了手机号,花呗不能更换我现在的手机号码,1
36170,我们为什么没有花呗,为什么没有花呗额,1
20155,蚂蚁借呗升级网商贷，需要审核多久,借呗多久审核一次信用,0
57957,收钱码花呗的,收钱码怎样开通蚂蚁花呗收钱,0
29167,面部毁容可以开通花呗吗,***年可以开通花呗么,0
15542,我用花呗怎么买不了手机,我的花呗额度刚刚显示双十一增加了临时额度*** 这个怎么使用,0
14403,借呗改银行卡,借呗放款的银行卡能换吗,1
22452,开通信花呗信用卡需要什么条件,为什么提示我的账户不符合开通花呗信用卡付款,0
12782,不想用花呗的钱，但是付款后就显示的用的花呗的钱，怎么办,不想用，怎么关掉花呗,0
15602,怎样把网商贷恢复成借呗,任何蒋网商贷换成借呗,1
57872,花呗要是***千元这个月还不了有多少利息,花呗下月还有利息吗,0
2588,我问问怎么样还花呗的钱,我先支付宝还给花呗钱,0
10114,无法开通花呗,我再a张户开通了花呗，已经关闭了,0
49573,花呗怎么截图,为什么没有花呗,0
23767,花呗支付保护,花呗免密在保护区内吗,1
8999,更换手机号后蚂蚁借呗不见了,我在也不相信蚂蚁借呗了,0
7353,花呗怎么修改登录账号,什么换账户花呗,1
42607,怎么查询花呗还要还多久,怎么看花呗还的明细,0
27983,花呗自动还款几点,支付宝有钱花呗为什么不自动还款,0
13565,借呗额度会调整吗,借呗的额度设置在那,0
9622,为什么花呗有时候扫不了二维码,扫二维码不能花呗支付,0
34688,我的花呗没钱可以买东西吗,花呗可以买火车票,0
37286,借呗借款沒到账怎么办,昨天借呗借钱款未到,1
37907,花呗充错号码了,我用花呗冲话费冲错号码了,1
40010,我的花呗怎没有通过,花呗内没有,0
19335,该如何还花呗，可以微信支付吗,花呗定时额度用完还可以用花呗付款吗,0
14027,我得花呗冻结了怎么解冻,花呗借呗如何冻结,0
11420,花呗免费免费使用的,花呗当月还是免费的吗,0
35032,花呗可以提前结清一部分分期吗,花呗提前结清其中一期,1
35575,花呗逾期多少天有利息,花呗逾期手续费是多少,0
12471,我下花呗可以正常使用吗,蚂蚁花呗可以通过支付宝直接使用吗,0
28592,关闭花呗另一个账号如何开通,花呗关闭后能否再开通,0
23320,蚂蚁借呗，还款的日期，能调吗,借呗超过还款日期一两天可以吗,0
21111,花呗余额宝还款,花呗不自动扣款余额宝,0
17487,系统提示有一次借呗提额机会，为什么没提,借呗提额叫眨眼睛，怎么还没有提,1
46709,花呗分期付购物津贴怎么用,花呗分期付尾款 能不能用购物津贴,1
30399,可以更换花呗的还款日吗,花呗能设还款日期吗,1
2568,花呗，还款，在***号当天还行吗,花呗可以九***号当天还款吗,1
26461,为什么退款退还花呗,退款到了花呗为什么退款不退回给我,1
4110,花呗冻结了，要怎么解冻,花呗被冻结怎么恢复,1
10399,铂金会员和借呗有关系么,花呗额度和会员积分有关系吗,0
15701,我的花呗提前还款为什么还不了，点了半天提前还款不动,我的花呗临时额度怎么提前还不了款,0
37719,我是使用花呗支付的，退款去哪儿了,花呗还款完成，但是有退款了，钱会退到哪里,0
42341,可以恢复我的花呗使用吗,我的花呗额度可以恢复吗,0
18549,为什么我花呗又少钱了,也就是说我买的当时就出钱了？为什么花呗又扣除我的钱,0
22358,花呗账单没有退款,退款在花呗什么地方,0
47254,花呗关闭还能开通花呗吗,花呗关闭又重新开通,1
57909,我的商家怎么开通花呗支付,商家服务开通花呗收钱,1
13556,我就算选择每月等额的话也可以一次性还完么,也就是计算一天的利息,0
42903,花呗逾期***天能不能用,花呗逾期多久会被停用,0
21574,为何提前还了借呗后 没有额度出来了,我的借呗因提前还款就没有额度了,1
49723,使用花呗笔笔有奖,花呗笔笔抽奖,0
53697,花呗退款到账以后还用还了吗,花呗退款到账,1
45301,如何开通花呗收款,别人开发的收银台就支持花呗,0
18946,开通了花呗放着不用，会产生费用吗,我开通花呗没有用会产生费用,1
21397,可以注销花呗不,你可以帮我关闭花呗吗,0
2440,借呗不需要自动还款,蚂蚁借呗从哪里自动扣款,0
13713,我的蚂蚁借呗额度都申请半个月了也没评估出来是怎么回事,蚂蚁借呗怎么没有额度,0
38807,借呗没还清可以借吗,借呗还清后还能用借呗吗,0
49302,卖家说没有看到我这边付款，可是花呗却显示已生成账单了,我用花呗已经付款了。怎么我在淘宝上看了。怎么显示没有付款,0
7296,花呗付钱不需要输入密码吗,因为花呗不需要支付密码,1
32798,我问的是支付宝二维码怎么收花呗的钱,我可以收花呗的钱吗,0
40389,好友能帮我还花呗吗,帮我看下我的花呗还有多少,0
30313,为什么我不能收红包,能不能给我发下账单我看看,0
28999,花呗还款可以延期***天吗,我的花呗还款时间可以延后吗,1
26346,我的帐户是否使用的花呗的钱，是不是要还款,怎么提前还花呗的钱,0
49433,蚂蚁借呗 如何提升,蚂蚁借呗的?怎么提高,1
55816,蚂蚁借唄迟迟未到账,我在蚂蚁借呗的款怎么不到账,1
24490,花呗 分期 都不行,手机不能用花呗分期,1
62436,花呗提钱还款会不会还会算利息,花呗按最低还款，剩余的款要不要支付利息,0
31930,花呗分期货品退货了怎么办,提示花呗分期暂不可用怎么办,0
58052,借呗还了之后为什么还有几百块的逾期,我的蚂蚁借呗已经还款了为什么还给打还款信息,1
24769,提前还分期有手续费吗,花呗分期提前还款，后面的手续费要付嘛,1
46623,花呗分期手续费怎么算的,能花呗分期吗,0
61438,如何关掉借呗的自动还款,如何关闭蚂蚁借呗的自动还款,1
25763,蚂蚁借呗会有还款短信提醒吗,蚂蚁借呗的还款问题会有短信通知嘛,1
6691,我的花呗还款日是几号,我的花呗还款日每月***号，是不是每月***这天我还上就ok,0
13490,花呗抽奖。奖品没有,花呗抽奖的奖品不见了,1
58265,花呗怎么分期付款阿,如何签约花呗分期,1
54947,花呗的额度为什么不能用来交水电费,为啥充话费能选择用花呗？而交电费不能选择用,1
17481,双十一消费的花呗总额可以分期免息,里可以领花呗分期免息,0
7835,我今天花呗消费为什么没有奖励金可领取,为什么我的蚂蚁花呗，为什么在美团上没有,0
10246,花呗交话费交到以前用的空号上了能退款吗,花呗充话费充错了，能退回来吗,1
10263,蚂蚁借呗为什么无法自动还款,借呗为什么没自动还款,0
47211,我的两个花呗订单总额与我应还款总额对不上,花呗上显示的还款额度跟我实际用的不一样,1
16488,我的这上面怎么没有花呗,我的实名了 为什么没有花呗,1
6980,花呗收钱码怎么查不到了,花呗收款码怎么还没收到,1
7339,借呗首次借的钱多久到账,使用借呗钱什么时候到账,1
7806,花呗成负数，这个月可以正常使用吗,花呗额度是负数，我还能用花呗吗,1
41811,我现在不要花呗，怎样才能退款,怎么样将花呗里的钱退款回去我不小心弄错了,1
617,花呗的手机号是原来的手机号,我的花呗手机号不是现在的手机号,1
11567,蚂蚁借呗，因为我有好几笔借款，我能单独开具一笔还清证明吗？另外几个不需要开,我只想知道，这个贷款证明，是不是我在借呗所有的借款，未还清的钱而已，，有这么难吗,0
3853,什么时候恢复***个月分期的借呗,为什么借呗不可以借***个月了,0
58860,点击花呗就显示系统繁忙,我的花呗光显示系统繁忙咋回事,1
55175,花呗买单有限额么,花呗的额度是怎么用,0
10061,我用花呗买的火车票现在退票了，钱怎么算,我在花呗买的火车票在窗口都已退票怎么***个工作日,0
9279,我的花呗还款都还完了 怎么还有类,蚂蚁花呗都还完款了 怎么还有欠位,1
27111,花呗逾期，还清了，还可以用吗,逾期过花呗，但是都全部还了，什么时候才能用,0
38220,为什么开通不了花呗信用卡收码款,我是商家，怎么不能开通信用卡与花呗收款码,1
26346,这什么花呗永,花呗最低还什么意思,0
2517,花呗不还款，是不是要交滞纳金,我在按时还款，花呗也是,0
31676,蚂蚁借呗***号前借款还款日是什么时候,借呗，***号花的钱，什么时候还,1
54894,借呗提示提额，为什么还提示输入支付密码,借呗提额度为什么要输入密码,1
17298,为什么我的借呗用不了,为什么我的借呗不能接了,1
7522,我得借呗怎么关可,怎么永久解除借呗,0
41708,什么时候可以用花呗付款,滴滴打车可以用花呗吗,0
10208,花呗客服号码儿,花呗客服多少,1
20703,商家服务如何设置花呗收钱,支付宝商家怎么设置花呗金额,0
32585,我花呗的钱怎么充了***遍还没有到账,蚂蚁花呗还了没到账,1
28423,用不了蚂蚁借呗,我得借呗不能用了,1
19507,怎么登花呗,我花呗登不上去了,0
26376,花呗怎么不能扫描二维码,花呗不能扫描二维码支付,0
62546,花呗我想提前还一半,花呗能结一半嘛,0
28404,花呗额度咋不能用,我怎么不能用花呗,1
35156,哪里查花呗账单,在哪查我的花呗账单,1
39845,我的花呗额度为什么还是这么低,我的借呗额度为什么这么低，我淘宝都用好久，花呗也一直在用，我周围的人都比我高,1
26457,我在电脑怎么还花呗账单,退回花呗，为什么我的花呗账单还有这笔款的,0
14051,我现在未开通花呗，怎么查看额度,未开通花呗，怎么查询额度,1
21047,蚂蚁借呗如何用,蚂蚁借呗怎样关闭,0
32670,不使用花呗，就不用还花呗余额,不花呗 是不是不用还款,1
19223,都哪些线下商店可以用花呗,什么样的外部商户可以使用花呗,0
38975,我的花呗，现在的已经还清了，在，款项借呗的也还清了，为什么我的花呗还是用不了,我的蚂蚁借呗已经还钱了怎么不能用花呗了,0
33283,蚂蚁借呗最高贷款额度,每次借呗还款的最高限额是多少,0
7853,为什么我的借呗给封了,为什么借呗无缘无故被封,1
47911,借呗还款没有***期的吗,借呗还款有提示没有,0
40551,我的花呗可以申请宁时额度吗,花呗能申请个临时额度吗,1
61636,我花呗付款了为什么订单显示没付款,我已经用花呗支付了，为什么还没有付款,1
49658,购物津贴不能用花呗嘛,双十一购物用花呗支付能用购物津贴吗,1
57068,借呗借的款为什么还没到账,蚂蚁借呗，借的款项以成功，但是没有到账,1
20917,我的花呗全部的还清了吗,我是不是还款了给花呗,0
8608,花呗里面的已冻结,我的花呗冻结能处理吗,0
7660,为什么花呗扫二维码不了,花呗怎么扫二维码付不了,1
5309,代付的为什么不能使用花呗付款,我的花呗，为什么开通不了,0
51037,为什么我开通信用卡花呗收款显示开通条件不足,开通了花呗收款怎样还不可以用花呗收款,0
16636,怎样关闭花呗的人脸识别,花呗可以关闭人脸识别提额吗,0
25295,蚂蚁借呗不能还款吗,借呗 为什么不能还钱,0
8293,借呗可以延迟一个月还钱吗,蚂蚁借呗和网商贷可以一起有吗,0
52575,花呗人脸识别不能识别怎么办,花呗里为什么还有人脸识别,0
45046,我的花呗账号为何冻结了?是什么原因导致,我的为什么花呗停掉了,0
11671,帮我看一下我的花呗开通了吗,请帮我查一下我的花呗有开通吗,1
34431,什么时候可以开始花呗,什么能用花呗,1
38622,为什么现在还有花呗临时额度,为什么花呗里总是临时额度的！没有固定额度的吗,0
2187,借呗能借***个月吗,借呗不是能借***期吗,0
24476,借呗日期可以修改吗,我可以改借呗还款方式吗,0
7739,借呗个人资料怎么完善,蚂蚁借呗，怎么完善资料,1
10306,怎么用微信还钱,花呗还款能不能用微信,1
26519,怎样关闭之前账号的蚂蚁花呗,怎么关之前的花呗,1
32977,我怎么才能用花呗,我想关闭花呗，但是还有多余的钱怎么办,0
11172,密付 可以使用花呗,密付用的钱可以用花呗,1
11062,淘宝购买东西怎么使用花呗,买家如何在淘宝使用花呗,1
13141,蚂蚁借呗今天到还款时，怎么不扣钱,蚂蚁借呗中午十二点扣款为什么还没扣,1
8882,为什么花呗花呗还了上月的,我的花呗每个月都按时还，为什么现在越还越多,0
34131,为撒扫不了我的二维码花呗钱,别人扫我二维码怎么花呗付不了,1
55553,借呗如何查看额度,蚂蚁借呗怎么查看额度,1
22239,我的花呗找不找,没有看到我的花呗,0
40960,换手机了怎么开通花呗,花呗为啥提示我要换手机才能开通,0
48838,前几天我的花呗额度透支了,花呗可以透支了,0
46396,我没我有没有开通这个，花呗,开通这个了就开通了花呗吗,1
4186,我能开蚂蚁借呗么,我蚂蚁借呗能开通吗,1
7233,蚂蚁借呗借***万还款***万利息是按一万算还是***万,蚂蚁借呗***千的利息多少,0
55313,如何查询花呗已还清,花呗怎么查询剩下还款余额,0
16109,花呗逾期几个月，再还上。还能用花呗吗,花呗预期了！现在已经还了，还能用吗,1
30868,借呗为什么提现一直不成功,为什么我的借呗不给提现,1
31250,花呗分期退款额度没恢复,花呗还款后额度被冻结,0
32895,花呗被冻结要怎样才能恢复,花呗冻结了怎么解决,1
21243,花呗逾期已还清，什么时候能开通再次使用,花呗逾期不能使用，还款后多久能重新开启,1
60210,花呗提前还清,花呗，怎么提前还款,1
11694,尾款可使用花呗吗,尾款能用花呗分期,0
6313,使用花呗分期付款之后，可以提前还款吗,花呗的分期想提前还,1
51125,花呗买的火车票，火车票退了，钱去哪里了,我用花呗买了一张火车票，为什么花呗扣了我两张火车票的金额,0
15792,花呗提示我消费***，但是我不知道买了什么,我不知道啥时间在花呗消费了***元,1
36780,忘么申请借呗,申请借呗额度不通过怎么办,0
17381,花呗分期过后能一次还完不,花呗分期可以一次多还嘛,0
58235,花呗分期付款全额吗,当时是分期花呗付的款，今天支付宝显示是全额付款了，怎么回事,0
46692,一个月中花呗可以分两次期吗,花呗分期最多可分多少期,1
48493,我最近没有失用蚂蚁花呗，为什么自己从余额宝里还款,为什么没有用蚂蚁花呗还要扣钱,0
18338,借呗我要提前还款的话还会有利息,我要开通借呗,0
23516,花呗最大期数,花呗分期最长可以分多少期,1
21182,为什么付款时用蚂蚁花呗？不行,为什么我的不能使用我的花呗,1
36083,我花呗能买衣服不能充话费，是不是风控了,我的花呗不能充话费了？怎么办,1
8255,花呗临时额额,双***没有临时额度花呗,0
36607,蚂蚁花呗怎么设置绑定银行卡,蚂蚁借呗还款银行卡怎么绑定,1
57608,我的借呗礼包在哪里,哪里领取借呗双十一礼包,1
513,我花呗今天没钱还 后天才能换怎么办,提前还花呗钱怎么操作,0
9001,花呗分期八百多不能一下分期吗,花呗这个月还不上下个月能不能一起,0
19735,我之前的手机号码已经好几年没用了，当时还没有花呗，可是现在显示的却是让我登录之前的号码使用花呗,换了绑定手机号，但是花呗显示没有更改，还是以前的,1
25934,花呗还款是扣哪里的钱,花呗钱在那扣,1
32904,花呗每天几点自动扣钱,蚂蚁花呗扣款当天会在几点扣款,1
62596,为什么花呗收钱码只可以收几百块钱,商家收钱码收花呗为啥最多能收三百,1
56762,我的收钱码为什么花呗用不了,我的收钱码不能使用花呗和信用卡支付是什么原,1
35636,我为什么还不能开通花呗,为什么我的花呗不符合条件,1
46029,商家不能收花呗了,商家开通花呗，结账是不能使用,0
25591,花呗还款红包怎么不能用,手机号码一致怎么用不了花呗,0
58222,花呗交易可以分期吗,交易成功后花呗可以分期吗,1
34207,借呗借钱明细,蚂蚁借呗钱不够借,0
59942,我的蚂蚁花呗账单不对、想看详单,想看下花呗的详情账单,1
1264,收款码怎么设置花呗,花呗收款提示音,0
14020,蚂蚁借呗***万，分***期，每期还多少,借呗借***分***期每期还多少,1
9641,花呗 有什么用,我拒绝用花呗,0
1145,我的借呗怎么突然没有了,我的怎么没有借呗,0
19221,花呗刷脸不成功无法进行安全认证怎么办,花呗刷脸老不通过怎么办,1
34588,我想把花呗前几个月的分期一次性全还清,怎么把分期的花呗一次还清,1
27605,为什么我就没有蚂蚁借吧,我没有申请蚂蚁花呗，为什么会扣款,0
37558,你告诉我怎么样可以投诉花呗,花呗怎么投诉,1
25497,身份证过期了借呗证件用不了,身份证过期了申请不了借呗的,0
43908,不能用来还蚂蚁借呗吗,借呗能指定金额还款吗,0
27468,花呗那里，怎么老是系统繁忙,花呗提示系统繁忙是什么意思,1
3504,之前借呗有额度，为什么还完之后没有额度了,借呗已经还清了，怎么还是没有额度,1
27358,我的手机号码更换了，需要蚂蚁借呗，但是发的验证码还是以前的手机号,我的花呗怎么会要登录以前的手机号码,0
28699,我花呗的钱扣了款为什么充的话费没有到帐,我今天用花呗充值话费到现在还没到账是怎么回事,1
15848,提供我的电子花呗结清证明,能不能给我花呗出个结清证明,0
62811,信用卡花呗收款服务费,信用卡和花呗收的钱多久到,0
31499,花呗买的火车票退了 但是还在花呗账单里,我有一单买火车票的账单，我已经退票，退款了，怎么花呗账单还有要扣火车票的钱,1
42183,怎么得到花呗积分,怎么赚支付宝花呗积分,1
15775,怎么可以查询自己的花呗可用额度,花呗额度查询,1
8540,花呗履约一次怎么办,花呗履约***次了，怎么办,1
21643,我淘宝买东西怎么花呗付不了，对方是支持花呗的,我的花呗正常使用，商家支持花呗支付以及分期，为什么我买手机不能用花呗支付,0
26833,修改花呗手机怎么吗,花呗用的以前的手机号怎么更改,1
55143,我用花呗预定了一款商品，怎么付尾款,怎么说花呗/付款,0
16421,我什么时候能在花呗借钱,花呗什么时候可以对外全部开放,0
4313,怎么删除蚂蚁借呗借款记录,删除借呗这个功能怎么了删除,0
35839,我的蚂蚁花呗为什么无法使用,为什么花呗还能使用,0
1358,我想知道以后花呗还可以开通吗,我还可开通花呗业务吗,1
18628,花呗还了为什么用不了,现在已经还完了 但是花呗用不了了,1
44545,不再提示花呗付款,花呗不能付款,0
1189,我今天在借呗借了***块怎么没到账,借呗迟迟不到账怎么办,1
41200,蚂蚁借呗问我怎么用,我的借呗怎么使用,1
16645,关闭借呗后怎样再开通,蚂蚁借呗关闭了，如何开通,1
35863,使用花呗银行扣款吗,使用花呗是否扣支付宝绑定的银行卡余额,0
37901,使用花呗付款购物津贴能用吗,用花呗可以用购物津贴吗,1
39899,蚂蚁借呗为什么给我取消,借呗为什么给我停了喃,1
62553,花呗额度是负的 有什么影响吗,借呗分期还款影响额度吗,0
46035,花呗每笔送流量在哪里,花呗消费赠送的流量，在哪里退换,1
23172,花呗借钱每期多少钱,花呗和借呗能借多少笔,0
15827,两次都是花呗上扣的钱，退款只有一笔,我的花呗被扣款两次，怎么还不退,0
24892,蚂蚁借呗最多还款日期是几个月,不好意思错了是借呗还款日,0
9936,我的花呗现在不能用了,花呗干嘛用不了,1
32999,蚂蚁借呗不是有***个月分期来吗？怎么没有了,蚂蚁借呗，不是可以分期***期吗，怎么变成***个月了,1
56507,借呗全部还款，就没有啦,蚂蚁借呗借了没按期还款,0
16534,我的借呗费率为啥那么高,借呗费率怎么有的不一样,0
19663,如何报名点亮双十一花呗免单活动,双十一花呗活动如何报名,1
43982,我的花呗不能用,我的花呗还不能开通是什么情况,1
40078,为什么借呗从***降到***,蚂蚁借呗额度为什么会被降低,1
19193,花呗还可以绑定其他的淘宝账号使用吗,花呗能绑定***个淘宝账号吗,0
4462,花呗在加油站可以加油吗,尽量可以花呗充值中国石化加油,1
50270,花呗分期会不会被认为逾期,花呗逾期芝麻分会下分吗,0
21626,商户花呗为什么只能付***,扫的花呗为什么付的是其他付款方式,0
3447,花呗可以延期***天还吗,今天蚂蚁花呗还款，可以晚几天,1
17062,花呗支付成功，怎么抽奖,花呗还能抽奖,1
45126,借呗预留电话修改,蚂蚁借呗修改资料,1
8696,***号前还花呗和***号后还花呗对蚂蚁评分有影响吗,花呗还了最低会不会对以后用有影响,0
43104,为什么借呗只能分期九个月了,为什么借呗只可以设置六个月,0
24192,我的花呗开通了吗,我的这个账号开通了花呗了吗,1
36682,蚂蚁借呗多久算逾期,借呗几天算逾期,1
46721,借呗怎么钱还没到帐,在这个借呗借钱为什么到现在还在放款中,1
16195,怎么退款花呗,花呗要退款怎么退款,1
64,商家返还的钱退进花呗额度，我是不是少还钱,商家已经给我退款了，花呗的金额并没有少,0
25607,蚂蚁借呗的分期只能等到还款日在还，不能提前还么,我借呗能提前还掉一期的钱吗,0
49763,我的话花呗怎么用不了,我怎么花不了花呗,1
8386,怎么现在花呗交不了生活缴费,为什么花呗还不可以交水电费,0
4248,怎商家怎么开通蚂蚁花呗,商家开通了花呗，但是我不能用花呗支付,0
29210,我的蚂蚁借呗为什么只能分期***个月,借呗只能分***个月还款了嘛,1
48647,我花呗已退款了但是还款额没变！帮我看看,我的花呗退款了，数目没变,1
47490,怎样可以收取对方信用卡或花呗付款,我的信用卡和花呗收款码是哪个,0
